P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
-0.07,0.00,0.00,1016.468,-0.000443,-0.000628,0.004372,0.000000,0.000000,0.00,0,0,0.344,0.004,-0.027,-0.939
-0.07,0.00,0.02,1016.466,0.000502,-0.001737,0.001267,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,0.02,1016.466,-0.002775,-0.000935,-0.002522,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,-0.01,1016.470,-0.005834,-0.001096,-0.004304,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,-0.01,1016.470,-0.003109,0.003191,-0.007621,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,-0.07,1016.476,-0.004930,-0.000119,0.001789,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,-0.07,1016.476,0.002593,-0.000297,0.004434,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,0.00,-0.11,1016.481,-0.001011,-0.001790,-0.000964,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,-0.00,-0.11,1016.481,0.001264,0.006742,-0.004505,0.000000,0.000000,0.00,0,0,0.343,0.004,-0.027,-0.939
-0.07,-0.00,-0.15,1016.486,-0.008684,0.003994,-0.014894,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.07,-0.00,-0.15,1016.486,-0.004316,0.002171,-0.004176,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.07,-0.00,-0.15,1016.486,-0.002998,0.000322,0.006466,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.07,-0.00,-0.15,1016.486,0.003011,0.001481,0.005584,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.07,-0.00,-0.18,1016.490,-0.000919,0.000520,0.005767,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.08,-0.00,-0.18,1016.490,-0.001300,-0.001396,-0.000272,0.000000,0.000000,0.00,0,0,0.342,0.004,-0.027,-0.939
-0.08,-0.00,-0.18,1016.490,-0.003519,-0.001801,-0.002263,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
-0.08,-0.01,-0.18,1016.490,0.000529,-0.007402,-0.003601,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
-0.08,-0.00,-0.08,1016.478,0.002568,-0.002827,0.005276,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
-0.08,-0.00,-0.08,1016.478,0.005381,-0.008104,0.004871,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
-0.08,-0.00,-0.08,1016.478,-0.000244,0.002303,0.000549,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
-0.08,-0.01,-0.08,1016.478,-0.004615,-0.003012,-0.010073,0.000000,0.000000,0.00,0,0,0.341,0.003,-0.027,-0.940
