4097,0.86,-0.01,0.06,-0.51
4097,0.86,-0.01,0.06,-0.51
4097,0.85,-0.01,0.06,-0.51
4097,0.85,-0.01,0.06,-0.52
4097,0.85,-0.01,0.06,-0.52
4097,0.85,-0.01,0.06,-0.52
4097,0.85,-0.02,0.06,-0.52
4097,0.85,-0.02,0.06,-0.52
4097,0.85,-0.02,0.06,-0.53
4097,0.85,-0.02,0.06,-0.53
4097,0.85,-0.02,0.06,-0.53
4097,0.84,-0.02,0.06,-0.53
4097,0.84,-0.02,0.06,-0.53
4097,0.84,-0.03,0.06,-0.53
4097,0.84,-0.03,0.06,-0.54
4097,0.84,-0.03,0.06,-0.54
4097,0.84,-0.03,0.06,-0.54
4097,0.84,-0.03,0.06,-0.54
4097,0.84,-0.03,0.06,-0.54
4097,0.83,-0.03,0.06,-0.55
4097,0.83,-0.03,0.06,-0.55
4097,0.83,-0.03,0.06,-0.55
4097,0.83,-0.03,0.06,-0.55
4097,0.83,-0.03,0.06,-0.55
4097,0.83,-0.03,0.06,-0.56
4097,0.83,-0.04,0.06,-0.56
4097,0.83,-0.04,0.06,-0.56
4097,0.82,-0.04,0.06,-0.56
4097,0.82,-0.04,0.07,-0.56
4097,0.82,-0.04,0.07,-0.56
4097,0.82,-0.04,0.07,-0.57
4097,0.82,-0.04,0.07,-0.57
4097,0.82,-0.04,0.07,-0.57
4097,0.82,-0.04,0.07,-0.57
4097,0.82,-0.05,0.07,-0.57
4097,0.82,-0.05,0.07,-0.57
4097,0.81,-0.05,0.07,-0.57
4097,0.81,-0.05,0.07,-0.58
4097,0.81,-0.05,0.07,-0.58
4097,0.81,-0.05,0.07,-0.58
4097,0.81,-0.05,0.06,-0.58
4097,0.81,-0.05,0.06,-0.58
4097,0.81,-0.04,0.06,-0.58
4097,0.81,-0.04,0.06,-0.58
4097,0.81,-0.05,0.06,-0.59
4097,0.81,-0.04,0.06,-0.59
4097,0.81,-0.04,0.06,-0.59
4097,0.81,-0.04,0.06,-0.59
4097,0.81,-0.04,0.06,-0.59
4097,0.81,-0.04,0.06,-0.59
4097,0.81,-0.05,0.06,-0.59
4097,0.81,-0.05,0.06,-0.59
4097,0.81,-0.05,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.59
4097,0.80,-0.04,0.06,-0.60
4097,0.80,-0.04,0.06,-0.60
4097,0.80,-0.04,0.06,-0.60
4097,0.80,-0.03,0.06,-0.60
4097,0.80,-0.03,0.06,-0.60
4097,0.80,-0.03,0.06,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.03,0.05,-0.60
4097,0.80,-0.02,0.05,-0.60
