P_Pos, P_Vel, Altitude, Altitude_Baro, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites
1.58,0.42,-0.241508,-0.241508,1015.891663,0.068203,0.053195,-0.086487,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.41,-0.196869,-0.196869,1015.886230,0.086350,0.057835,-0.039013,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.41,-0.196869,-0.196869,1015.886230,0.093244,0.063305,0.023314,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.41,-0.196869,-0.196869,1015.886230,0.050450,0.051211,0.013817,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.40,-0.196869,-0.196869,1015.886230,0.003378,0.035746,-0.064238,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.37,-0.098465,-0.098465,1015.874390,-0.017611,0.008250,-0.156579,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.33,-0.098465,-0.098465,1015.874390,-0.034697,-0.002951,-0.210450,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.30,-0.098465,-0.098465,1015.874390,-0.041884,-0.029117,-0.210135,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.27,-0.098465,-0.098465,1015.874390,-0.030045,-0.018274,-0.152700,49.247746,-123.230644,52.299999,LOCKED,5
1.58,0.25,-0.151726,-0.151726,1015.880798,-0.000214,-0.022826,-0.092968,49.247746,-123.230644,52.299999,LOCKED,5
1.57,0.24,-0.151726,-0.151726,1015.880798,0.018736,-0.014984,-0.045748,49.247746,-123.230644,52.299999,LOCKED,5
1.57,0.23,-0.231361,-0.231361,1015.890442,0.023927,0.004403,-0.051265,49.247746,-123.230667,52.299999,LOCKED,5
1.57,0.22,-0.231361,-0.231361,1015.890442,0.012439,0.027537,-0.075126,49.247746,-123.230667,52.299999,LOCKED,5
1.56,0.20,-0.244553,-0.244553,1015.892029,0.011667,0.019643,-0.082469,49.247746,-123.230667,52.299999,LOCKED,5
1.56,0.19,-0.244553,-0.244553,1015.892029,-0.013656,0.007163,-0.075732,49.247746,-123.230667,52.299999,LOCKED,5
1.55,0.18,-0.196869,-0.196869,1015.886230,-0.020639,0.012043,-0.046432,49.247746,-123.230667,52.299999,LOCKED,5
1.55,0.18,-0.196869,-0.196869,1015.886230,-0.010473,0.008518,-0.000916,49.247746,-123.230667,52.299999,LOCKED,5
1.55,0.18,-0.184189,-0.184189,1015.884705,0.028412,0.001293,0.038378,49.247746,-123.230667,52.299999,LOCKED,5
1.54,0.19,-0.184189,-0.184189,1015.884705,0.043538,-0.005954,0.041326,49.247746,-123.230667,52.299999,LOCKED,5
1.54,0.20,-0.196869,-0.196869,1015.886230,0.034523,-0.005393,0.079982,49.247746,-123.230667,52.299999,LOCKED,5
1.54,0.22,-0.196869,-0.196869,1015.886230,-0.019980,0.014205,0.107721,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.25,-0.196869,-0.196869,1015.886230,-0.076259,0.064316,0.172328,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.29,-0.196869,-0.196869,1015.886230,-0.070477,0.121067,0.193883,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.33,-0.284622,-0.284622,1015.896851,-0.058087,0.185557,0.239695,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.37,-0.284622,-0.284622,1015.896851,-0.035337,0.233740,0.258402,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.42,-0.223755,-0.223755,1015.889526,-0.007214,0.157055,0.248005,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.44,-0.223755,-0.223755,1015.889526,-0.020514,0.075412,0.155760,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.45,-0.165932,-0.165932,1015.882507,-0.057147,0.061202,0.050648,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.45,-0.165932,-0.165932,1015.882507,-0.079245,0.059857,-0.010433,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.44,-0.054337,-0.054337,1015.869080,-0.065697,0.090929,-0.055232,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.42,-0.054337,-0.054337,1015.869080,-0.058555,0.100243,-0.082852,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.40,-0.027962,-0.027962,1015.865845,-0.035597,0.109468,-0.106923,49.247746,-123.230667,52.299999,LOCKED,5
1.54,0.38,-0.027962,-0.027962,1015.865845,-0.044817,0.079321,-0.117522,49.247746,-123.230667,52.299999,LOCKED,5
1.54,0.36,-0.152237,-0.152237,1015.880859,-0.034089,0.064235,-0.128568,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.33,-0.152237,-0.152237,1015.880859,-0.046724,0.033361,-0.151407,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.30,-0.231361,-0.231361,1015.890442,-0.068320,0.022435,-0.160888,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.28,-0.231361,-0.231361,1015.890442,-0.060331,0.004081,-0.131742,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.26,-0.258247,-0.258247,1015.893677,-0.045727,-0.011290,-0.107777,49.247746,-123.230667,52.299999,LOCKED,5
1.53,0.23,-0.258247,-0.258247,1015.893677,-0.050662,-0.046787,-0.122009,49.247746,-123.230667,52.299999,LOCKED,5
1.52,0.21,-0.129410,-0.129410,1015.878113,-0.062557,-0.062942,-0.132218,49.247746,-123.230667,52.299999,LOCKED,5
1.52,0.19,-0.129410,-0.129410,1015.878113,-0.063165,-0.045930,-0.094345,49.247746,-123.230667,52.299999,LOCKED,5
1.52,0.18,-0.200928,-0.200928,1015.886719,-0.049716,-0.050229,-0.034804,49.247746,-123.230667,52.299999,LOCKED,5
1.51,0.18,-0.200928,-0.200928,1015.886719,-0.028854,-0.054403,-0.013175,49.247746,-123.230667,52.299999,LOCKED,5
1.51,0.18,-0.129410,-0.129410,1015.878113,-0.036861,-0.021635,0.002020,49.247746,-123.230667,52.299999,LOCKED,5
1.51,0.19,-0.129410,-0.129410,1015.878113,-0.061361,0.015828,0.029336,49.247746,-123.230667,52.299999,LOCKED,5
1.50,0.20,-0.057884,-0.057884,1015.869507,-0.044765,0.044154,0.096999,49.247746,-123.230667,52.299999,LOCKED,5
1.50,0.23,-0.057884,-0.057884,1015.869507,0.007105,0.000901,0.142628,49.247746,-123.230667,52.299999,LOCKED,5
1.50,0.25,-0.142593,-0.142593,1015.879700,0.003095,-0.040524,0.133695,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.26,-0.142593,-0.142593,1015.879700,-0.050648,-0.033499,0.036601,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.25,-0.071075,-0.071075,1015.871094,-0.092719,0.010653,-0.000452,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.26,-0.071075,-0.071075,1015.871094,-0.072779,0.044077,0.046224,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.28,-0.049774,-0.049774,1015.868530,-0.034211,0.104151,0.083089,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.30,-0.049774,-0.049774,1015.868530,-0.039982,0.182249,0.112989,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.32,-0.018326,-0.018326,1015.864685,-0.046337,0.250802,0.139985,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.35,-0.018326,-0.018326,1015.864685,0.019926,0.229743,0.182179,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.39,-0.005135,-0.005135,1015.863098,0.072759,0.172618,0.197799,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.42,-0.005135,-0.005135,1015.863098,0.066530,0.125241,0.170479,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.43,0.105446,0.105446,1015.849792,0.039005,0.095631,0.107296,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.44,0.105446,0.105446,1015.849792,0.015484,0.066884,0.017664,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.43,0.007545,0.007545,1015.861572,0.029192,0.041376,-0.050225,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.41,0.007545,0.007545,1015.861572,0.052043,0.015677,-0.075384,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.40,0.007545,0.007545,1015.861572,0.062449,0.024436,-0.052231,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.40,0.007545,0.007545,1015.861572,0.051628,0.015457,-0.020285,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.39,0.020737,0.020737,1015.861572,0.024953,0.038303,-0.039687,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.37,0.020737,0.020737,1015.859985,-0.000090,0.033481,-0.118975,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.33,0.020737,0.020737,1015.859985,-0.008043,-0.005462,-0.200428,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.29,0.060806,0.060806,1015.855164,-0.018230,-0.042856,-0.239567,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.25,0.060806,0.060806,1015.855164,-0.010980,-0.028555,-0.223208,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.21,0.048126,0.048126,1015.856689,0.004019,-0.065700,-0.186433,49.247742,-123.230675,52.299999,LOCKED,5
1.50,0.20,0.048126,0.048126,1015.856689,0.024283,-0.043243,-0.106966,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.19,-0.010712,-0.010712,1015.863770,0.028988,-0.036401,-0.038043,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.19,-0.010712,-0.010712,1015.863770,0.007718,-0.023896,0.000464,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.18,0.002983,0.002983,1015.862122,-0.023607,0.000107,-0.008595,49.247742,-123.230675,52.299999,LOCKED,5
1.49,0.18,0.002983,0.002983,1015.862122,-0.072309,0.045711,-0.030534,49.247742,-123.230675,52.299999,LOCKED,5
1.48,0.18,-0.023392,-0.023392,1015.865295,-0.067082,0.079201,-0.012326,49.247742,-123.230675,52.299999,LOCKED,5
1.48,0.19,-0.023392,-0.023392,1015.865295,-0.021326,0.093574,0.060748,49.247742,-123.230675,52.299999,LOCKED,5
1.48,0.21,-0.010712,-0.010712,1015.863770,0.002330,0.131786,0.149414,49.247742,-123.230675,52.299999,LOCKED,5
1.48,0.25,-0.010712,-0.010712,1015.863770,0.001709,0.127421,0.207742,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.28,-0.023392,-0.023392,1015.865295,-0.010981,0.139644,0.176373,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.29,-0.023392,-0.023392,1015.865295,-0.079495,0.134606,0.093619,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.30,0.048126,0.048126,1015.856689,-0.108877,0.177276,0.029675,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.31,0.048126,0.048126,1015.856689,-0.078167,0.151322,0.086560,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.35,0.048126,0.048126,1015.856689,-0.040358,0.126187,0.183677,49.247742,-123.230675,52.299999,LOCKED,5
1.47,0.38,0.048126,0.048126,1015.856689,-0.038510,0.108998,0.207063,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.40,0.007545,0.007545,1015.861572,-0.005682,0.050131,0.127626,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.41,0.007545,0.007545,1015.861572,0.003428,0.005440,0.032133,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.40,-0.049774,-0.049774,1015.868530,-0.004227,0.014091,-0.029221,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.39,-0.049774,-0.049774,1015.868530,0.002196,0.018219,-0.051854,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.39,-0.063469,-0.063469,1015.870178,0.011124,0.053446,-0.044995,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.37,-0.063469,-0.063469,1015.870178,-0.012907,0.079648,-0.066723,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.35,-0.049774,-0.049774,1015.868530,-0.042481,0.116113,-0.104751,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.33,-0.049774,-0.049774,1015.868530,-0.081026,0.108352,-0.140155,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.30,-0.023392,-0.023392,1015.865295,-0.085582,0.064315,-0.157577,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.27,-0.023392,-0.023392,1015.865295,-0.099008,0.032426,-0.154746,49.247742,-123.230682,52.299999,LOCKED,5
1.48,0.25,-0.023392,-0.023392,1015.865295,-0.103074,0.040010,-0.137522,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.23,-0.023392,-0.023392,1015.865295,-0.086655,0.010491,-0.100914,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.21,-0.010712,-0.010712,1015.863770,-0.057440,-0.015639,-0.067174,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.21,-0.010712,-0.010712,1015.863770,-0.039343,-0.052265,-0.038561,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.20,0.029869,0.029869,1015.858887,-0.051258,-0.058418,-0.048009,49.247742,-123.230682,52.299999,LOCKED,5
1.47,0.18,0.029869,0.029869,1015.858887,-0.080334,-0.036606,-0.064350,49.247742,-123.230682,52.299999,LOCKED,5
1.46,0.17,-0.031509,-0.031509,1015.866272,-0.117992,0.009796,-0.072498,49.247742,-123.230682,52.299999,LOCKED,5
1.46,0.16,-0.031509,-0.031509,1015.866272,-0.100407,0.029140,-0.054065,49.247742,-123.230682,52.299999,LOCKED,5
1.46,0.16,0.029869,0.029869,1015.858887,-0.051554,0.016259,0.015921,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.18,0.029869,0.029869,1015.858887,0.001482,0.018325,0.074456,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.19,0.002983,0.002983,1015.862122,-0.014773,0.003869,0.078267,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.20,0.002983,0.002983,1015.862122,-0.019874,0.019966,0.067932,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.22,0.060806,0.060806,1015.855164,-0.036397,0.025928,0.095557,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.24,0.060806,0.060806,1015.855164,-0.012285,0.056553,0.114711,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.26,0.060806,0.060806,1015.855164,0.003756,0.082813,0.118912,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.28,0.060806,0.060806,1015.855164,0.032414,0.129735,0.124919,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.30,0.060806,0.060806,1015.855164,0.049308,0.153409,0.119785,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.32,0.060806,0.060806,1015.855164,0.066597,0.152005,0.129022,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.34,0.060806,0.060806,1015.855164,0.082709,0.163049,0.103863,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.36,0.060806,0.060806,1015.855164,0.111174,0.120978,0.089841,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.37,0.034935,0.034935,1015.858276,0.097555,0.102524,0.066877,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.37,0.034935,0.034935,1015.858276,0.074978,0.086455,0.017149,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.36,0.034935,0.034935,1015.858276,0.042865,0.044461,-0.021227,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.35,0.034935,0.034935,1015.858276,0.009987,0.052014,-0.086500,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.33,0.119141,0.119141,1015.848145,0.014499,0.043750,-0.080955,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.33,0.119141,0.119141,1015.848145,0.033274,0.031923,-0.007083,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.34,0.177475,0.177475,1015.841064,0.023968,0.022872,0.061522,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.35,0.177475,0.177475,1015.841064,0.009066,-0.002199,0.070105,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.35,0.203346,0.203346,1015.837952,-0.001092,-0.014941,-0.008840,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.33,0.203346,0.203346,1015.837952,-0.022733,-0.029201,-0.128596,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.29,0.190155,0.190155,1015.839539,-0.038475,-0.018031,-0.199826,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.25,0.190155,0.190155,1015.839539,-0.029653,-0.042673,-0.202432,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.23,0.190155,0.190155,1015.839539,0.008270,-0.075771,-0.150594,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.21,0.190155,0.190155,1015.839539,0.020804,-0.032638,-0.094417,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.20,0.092766,0.092766,1015.851318,0.020369,0.022244,-0.025764,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.21,0.092766,0.092766,1015.851318,-0.002460,0.062028,0.013075,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.21,0.119141,0.119141,1015.848145,-0.033573,0.101412,0.012487,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.21,0.119141,0.119141,1015.848145,-0.032767,0.102110,-0.003980,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.21,0.163780,0.163780,1015.842712,-0.013127,0.104928,0.007038,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.21,0.163780,0.163780,1015.842712,0.007242,0.108806,0.011818,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.21,0.177475,0.177475,1015.841064,-0.025643,0.133792,0.023945,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.22,0.177475,0.177475,1015.841064,-0.065083,0.141392,0.042817,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.23,0.163780,0.163780,1015.842712,-0.064653,0.148737,0.064706,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.25,0.163780,0.163780,1015.842712,-0.033040,0.154751,0.125496,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.29,0.222115,0.222115,1015.835693,0.005089,0.123725,0.220717,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.34,0.222115,0.222115,1015.835693,0.016933,0.077677,0.287171,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.39,0.182549,0.182549,1015.840454,0.003520,0.016623,0.245098,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.41,0.182549,0.182549,1015.840454,-0.015479,-0.013725,0.123748,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.41,0.111023,0.111023,1015.849121,-0.043912,-0.036677,0.014022,49.247742,-123.230682,52.299999,LOCKED,5
1.44,0.40,0.111023,0.111023,1015.849121,-0.023447,-0.014977,-0.060947,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.39,0.168343,0.168343,1015.849121,0.007124,0.010736,-0.062752,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.38,0.168343,0.168343,1015.842163,0.009068,0.086068,-0.048704,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.38,0.129791,0.129791,1015.846863,-0.007192,0.130957,0.008482,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.38,0.129791,0.129791,1015.846863,-0.006600,0.104566,0.029714,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.37,0.129791,0.129791,1015.846863,-0.023906,0.055321,-0.049573,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.35,0.030884,0.030884,1015.858765,-0.075746,0.045424,-0.124002,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.32,0.030884,0.030884,1015.858765,-0.100494,0.027721,-0.166147,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.29,0.030884,0.030884,1015.858765,-0.097261,0.017861,-0.165087,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.27,0.030884,0.030884,1015.858765,-0.092989,0.029817,-0.126447,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.25,0.030884,0.030884,1015.858765,-0.064853,0.027832,-0.064888,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.24,0.030884,0.030884,1015.858765,-0.032000,-0.035771,-0.046344,49.247742,-123.230682,52.299999,LOCKED,5
1.45,0.23,0.044579,0.044579,1015.857117,-0.056597,-0.036182,-0.102450,49.247734,-123.230698,52.400002,LOCKED,5
1.44,0.19,0.044579,0.044579,1015.857117,-0.105318,-0.014525,-0.176746,49.247734,-123.230698,52.400002,LOCKED,5
1.44,0.17,0.071457,0.071457,1015.853882,-0.091236,-0.013684,-0.148874,49.247734,-123.230698,52.400002,LOCKED,5
1.44,0.16,0.071457,0.071457,1015.853882,-0.041766,-0.013164,-0.057985,49.247734,-123.230698,52.400002,LOCKED,5
1.44,0.16,-0.027451,-0.027451,1015.865784,-0.006103,-0.008414,0.007486,49.247734,-123.230698,52.400002,LOCKED,5
1.43,0.16,-0.027451,-0.027451,1015.865784,-0.013180,0.016305,0.038138,49.247734,-123.230698,52.400002,LOCKED,5
1.43,0.18,0.102402,0.102402,1015.850159,-0.032089,0.001844,0.079759,49.247734,-123.230698,52.400002,LOCKED,5
1.43,0.19,0.102402,0.102402,1015.850159,-0.056902,0.011664,0.085451,49.247734,-123.230698,52.400002,LOCKED,5
1.43,0.20,0.049141,0.049141,1015.856567,-0.065336,0.019935,0.068739,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.22,0.049141,0.049141,1015.856567,-0.020324,0.077583,0.084942,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.23,0.062332,0.062332,1015.854980,0.022281,0.140945,0.077415,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.25,0.062332,0.062332,1015.854980,-0.037841,0.156709,0.095693,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.26,-0.016800,-0.016800,1015.864502,-0.035924,0.201324,0.096630,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.28,-0.016800,-0.016800,1015.864502,0.015404,0.186647,0.103035,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.31,-0.069557,-0.069557,1015.870911,0.048230,0.186014,0.148507,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.34,-0.069557,-0.069557,1015.870911,0.047394,0.160583,0.190848,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.37,-0.122810,-0.122810,1015.877319,0.029960,0.145480,0.164132,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.37,-0.122810,-0.122810,1015.877319,-0.011951,0.140495,0.035568,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.36,-0.234406,-0.234406,1015.890808,-0.020666,0.118577,-0.086605,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.34,-0.234406,-0.234406,1015.890808,-0.000392,0.073210,-0.103610,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.33,-0.220711,-0.220711,1015.889160,0.016491,0.078572,-0.043112,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.34,-0.220711,-0.220711,1015.889160,-0.008071,0.079879,0.076285,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.36,-0.149696,-0.149696,1015.880554,-0.015931,0.071390,0.130871,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.37,-0.149696,-0.149696,1015.880554,-0.028277,0.070662,0.050044,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.35,-0.207520,-0.207520,1015.887512,-0.043507,0.035531,-0.100836,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.32,-0.207520,-0.207520,1015.887512,-0.053536,0.012125,-0.206688,49.247734,-123.230698,52.400002,LOCKED,5
1.42,0.28,-0.136002,-0.136002,1015.878906,-0.033146,-0.006116,-0.218394,49.247734,-123.230698,52.400002,LOCKED,5
1.41,0.25,-0.136002,-0.136002,1015.878906,0.000778,-0.018639,-0.153100,49.247734,-123.230698,52.400002,LOCKED,5
1.41,0.23,-0.162376,-0.162376,1015.882080,0.018344,-0.038902,-0.112092,49.247734,-123.230698,52.400002,LOCKED,5
1.41,0.22,-0.162376,-0.162376,1015.882080,-0.001537,-0.000539,-0.060844,49.247734,-123.230698,52.400002,LOCKED,5
1.41,0.21,-0.136002,-0.136002,1015.878906,-0.012763,-0.009203,-0.035886,49.247734,-123.230698,52.400002,LOCKED,5
1.40,0.20,-0.136002,-0.136002,1015.878906,-0.027748,-0.001931,-0.058033,49.247734,-123.230698,52.400002,LOCKED,5
1.40,0.18,-0.096436,-0.096436,1015.874146,-0.036990,0.025734,-0.078105,49.247734,-123.230698,52.400002,LOCKED,5
1.40,0.17,-0.096436,-0.096436,1015.874146,-0.020270,0.060653,-0.047626,49.247734,-123.230698,52.400002,LOCKED,5
1.40,0.18,-0.110130,-0.110130,1015.875793,0.013352,0.095996,0.017397,49.247734,-123.230698,52.400002,LOCKED,5
1.39,0.19,-0.110130,-0.110130,1015.875793,-0.005669,0.142379,0.083184,49.247734,-123.230698,52.400002,LOCKED,5
1.39,0.20,-0.181656,-0.181656,1015.884399,-0.034371,0.113504,0.076008,49.247734,-123.230698,52.400002,LOCKED,5
1.39,0.21,-0.181656,-0.181656,1015.884399,-0.075120,0.061446,0.024236,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.20,-0.136002,-0.136002,1015.878906,-0.096317,0.130901,-0.029752,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.21,-0.136002,-0.136002,1015.878906,-0.099470,0.185719,0.036145,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.24,-0.162376,-0.162376,1015.882080,-0.068946,0.192263,0.201032,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.30,-0.162376,-0.162376,1015.882080,-0.044638,0.116417,0.317519,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.35,-0.176071,-0.176071,1015.883728,-0.016419,0.058953,0.298190,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.38,-0.176071,-0.176071,1015.883728,-0.018247,0.028214,0.169587,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.39,-0.162376,-0.162376,1015.882080,-0.022299,0.030575,0.041346,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.38,-0.162376,-0.162376,1015.882080,-0.024714,0.071676,-0.008256,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.39,-0.162376,-0.162376,1015.882080,-0.012821,0.109842,0.017169,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.39,-0.162376,-0.162376,1015.882080,-0.009530,0.124426,0.032330,49.247734,-123.230698,52.400002,LOCKED,5
1.38,0.39,-0.189262,-0.189262,1015.885315,-0.014860,0.097728,0.012463,49.247730,-123.230721,52.400002,LOCKED,5
1.38,0.38,-0.189262,-0.189262,1015.885315,-0.041740,0.072172,-0.063229,49.247730,-123.230721,52.400002,LOCKED,5
1.38,0.35,-0.273972,-0.273972,1015.895569,-0.079106,0.046871,-0.156512,49.247730,-123.230721,52.400002,LOCKED,5
1.38,0.31,-0.273972,-0.273972,1015.895569,-0.093041,0.057579,-0.221407,49.247730,-123.230721,52.400002,LOCKED,5
1.38,0.27,-0.273972,-0.273972,1015.895569,-0.094913,0.039123,-0.210895,49.247730,-123.230721,52.400002,LOCKED,5
1.38,0.25,-0.273972,-0.273972,1015.895569,-0.086012,0.001971,-0.156470,49.247730,-123.230721,52.400002,LOCKED,5
1.37,0.23,-0.273972,-0.273972,1015.895569,-0.052963,-0.028516,-0.102516,49.247730,-123.230721,52.400002,LOCKED,5
1.37,0.21,-0.273972,-0.273972,1015.895569,-0.048473,-0.030030,-0.070921,49.247730,-123.230721,52.400002,LOCKED,5
1.37,0.20,-0.300346,-0.300346,1015.898743,-0.072361,0.007196,-0.082393,49.247730,-123.230721,52.400002,LOCKED,5
