P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, GPS_Altitude, Lock, Satellites
10.06,-0.66,14.488968,1012.071655,0.114079,-0.027172,-0.374741,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.07,-0.70,14.420792,1012.079834,0.159999,-0.013601,-0.206592,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.07,-0.71,14.420792,1012.079834,0.013866,0.150348,-0.089455,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.08,-0.74,14.477776,1012.072998,-0.080932,0.227885,-0.194845,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.08,-0.78,14.477776,1012.072998,0.095367,0.031050,-0.219219,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.81,14.165909,1012.110535,0.223905,-0.106234,-0.171626,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.82,14.165909,1012.110535,0.211716,-0.044580,-0.099074,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.86,14.369919,1012.085999,0.032450,0.041903,-0.193918,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.87,14.369919,1012.085999,-0.004487,0.029679,-0.084142,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.85,14.029564,1012.126892,-0.012685,0.050062,0.102551,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.83,14.029564,1012.126892,0.010725,0.172321,0.117437,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.09,-0.80,13.962410,1012.135010,0.120244,-0.001447,0.116518,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.10,-0.80,13.962410,1012.135010,0.162953,-0.019795,0.007939,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.10,-0.77,14.095695,1012.118958,0.069645,0.066020,0.189639,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.10,-0.72,14.095695,1012.118958,-0.015486,0.154209,0.237433,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.10,-0.68,13.875412,1012.145447,0.020982,0.088253,0.213562,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.11,-0.66,13.875412,1012.145447,0.116874,0.028201,0.128284,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.11,-0.68,14.216782,1012.104370,0.156149,-0.039349,-0.128847,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.12,-0.70,14.216782,1012.104370,0.142753,-0.002375,-0.127620,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.12,-0.69,14.282410,1012.096497,0.076776,0.052810,0.050745,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.13,-0.67,14.282410,1012.096497,-0.009932,0.148870,0.088936,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.13,-0.67,14.462517,1012.074829,0.031618,0.059592,-0.029563,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.14,-0.68,14.462517,1012.074829,0.073331,-0.030010,-0.063350,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.14,-0.70,14.706726,1012.045471,0.105242,-0.011696,-0.097777,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.15,-0.70,14.706726,1012.045471,0.060627,0.088373,-0.019877,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.16,-0.70,14.692986,1012.047119,-0.018129,0.108693,-0.010572,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.16,-0.70,14.692986,1012.047119,-0.010774,0.084102,-0.030954,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.17,-0.70,14.719955,1012.043884,0.021836,0.083606,-0.024635,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.17,-0.70,14.719955,1012.043884,0.013563,0.077390,-0.012125,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.18,-0.72,14.760147,1012.043884,-0.011287,0.110559,-0.069430,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.19,-0.73,14.760147,1012.039001,-0.003841,0.142706,-0.069319,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.19,-0.74,14.760147,1012.039001,0.028039,0.103094,-0.084480,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.19,-0.74,14.480827,1012.072632,0.048121,0.054312,-0.043602,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.20,-0.75,14.480827,1012.072632,0.057649,0.090597,-0.023796,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.20,-0.76,14.535271,1012.066101,0.074799,0.093907,-0.069856,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.21,-0.76,14.535271,1012.066101,0.063748,0.138363,-0.036837,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.21,-0.78,14.486427,1012.071960,0.056946,0.106715,-0.093133,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.21,-0.77,14.486427,1012.071960,0.086028,0.077383,0.025014,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.22,-0.76,14.344986,1012.088989,0.094619,0.069480,0.026326,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.22,-0.76,14.344986,1012.088989,0.053380,0.085233,-0.015339,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.22,-0.78,14.383148,1012.084351,0.021359,0.163471,-0.090133,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.23,-0.78,14.383148,1012.084351,0.012422,0.129460,-0.013756,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.23,-0.78,14.263588,1012.098755,0.030541,0.085372,-0.012173,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.23,-0.76,14.263588,1012.098755,0.079156,0.037470,0.094735,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.24,-0.76,14.412651,1012.080811,0.087039,0.038469,-0.002097,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.24,-0.76,14.412651,1012.080811,0.060270,0.055404,-0.007747,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.24,-0.75,14.395866,1012.082825,0.017173,0.098620,0.029429,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.25,-0.72,14.395866,1012.082825,0.018596,0.103378,0.144951,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.25,-0.71,14.369919,1012.085999,0.035363,0.052917,0.062642,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.25,-0.72,14.369919,1012.085999,0.052939,0.052664,-0.074389,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.26,-0.74,14.613617,1012.056641,0.061354,0.036394,-0.108094,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.26,-0.73,14.613617,1012.056641,0.029457,0.083596,0.009260,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.27,-0.72,14.516441,1012.068359,-0.013917,0.117879,0.051106,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.27,-0.73,14.516441,1012.068359,-0.024522,0.088693,-0.022718,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.28,-0.74,14.599884,1012.058289,0.042350,0.012123,-0.079949,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.28,-0.76,14.599884,1012.058289,0.100017,-0.020215,-0.154444,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.28,-0.78,14.613617,1012.056641,0.102116,-0.018143,-0.116010,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.29,-0.79,14.613617,1012.056641,0.029136,0.061861,-0.057490,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.29,-0.80,14.502708,1012.070007,-0.018226,0.111531,-0.055978,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.29,-0.79,14.502708,1012.070007,0.001654,0.109270,0.041456,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.30,-0.78,14.418251,1012.080139,0.026059,0.087620,0.053156,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.30,-0.77,14.418251,1012.080139,0.046006,0.072810,0.033775,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.30,-0.77,14.583603,1012.060242,0.073796,0.053529,0.010144,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.31,-0.76,14.583603,1012.060242,0.097066,0.069537,0.020308,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.31,-0.75,14.597336,1012.058594,0.073454,0.083658,0.036531,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.31,-0.73,14.597336,1012.058594,0.073527,0.075436,0.120941,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.32,-0.71,14.652283,1012.058594,0.083336,0.061477,0.093626,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.32,-0.71,14.652283,1012.052002,0.096170,0.023862,-0.024977,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.33,-0.74,14.652283,1012.052002,0.084467,0.071262,-0.188778,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.33,-0.77,14.557655,1012.063416,0.059763,0.092734,-0.170223,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.34,-0.77,14.557655,1012.063416,0.014591,0.157474,0.020876,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.34,-0.75,14.486427,1012.071960,-0.021954,0.174468,0.093541,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.34,-0.74,14.486427,1012.071960,0.031831,0.083660,0.002376,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.35,-0.75,14.662971,1012.050720,0.069864,0.076281,-0.035678,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.35,-0.74,14.662971,1012.050720,0.064994,0.135035,0.022252,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.36,-0.73,14.622269,1012.055603,0.006601,0.128925,0.036548,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.36,-0.72,14.622269,1012.055603,-0.004182,0.150131,0.075181,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.36,-0.70,14.676704,1012.049072,0.028396,0.139551,0.095601,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.37,-0.70,14.676704,1012.049072,0.009182,0.124160,-0.002127,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.38,-0.69,14.828835,1012.030762,-0.024437,0.131968,0.032624,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.38,-0.68,14.828835,1012.030762,-0.040162,0.137253,0.025120,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.39,-0.68,14.784569,1012.036072,-0.006184,0.142863,0.005209,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.39,-0.70,14.784569,1012.036072,-0.004909,0.126073,-0.113072,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.40,-0.72,14.839005,1012.029541,0.030394,0.117162,-0.115051,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.40,-0.73,14.839005,1012.029541,0.014637,0.095871,-0.083694,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.41,-0.74,14.798813,1012.034363,-0.000083,0.136587,-0.036999,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.41,-0.75,14.798813,1012.034363,0.023196,0.087261,-0.068546,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.42,-0.76,14.741318,1012.041260,0.053130,0.107233,-0.091059,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.42,-0.76,14.741318,1012.041260,0.050358,0.104696,-0.005444,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.42,-0.75,14.627357,1012.054993,0.013992,0.142293,0.019473,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.43,-0.75,14.627357,1012.054993,0.007768,0.152906,0.033677,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.43,-0.74,14.599884,1012.058289,0.046020,0.133272,0.044818,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.44,-0.74,14.599884,1012.058289,0.046030,0.121818,-0.061314,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.44,-0.76,14.654831,1012.051697,0.071844,0.107032,-0.105047,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.44,-0.76,14.654831,1012.051697,0.041300,0.095786,-0.023248,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.45,-0.77,14.557655,1012.063416,-0.005773,0.129151,-0.039130,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.45,-0.77,14.557655,1012.063416,-0.012749,0.166100,-0.005137,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.45,-0.76,14.516441,1012.068359,0.061270,0.091837,0.017146,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.45,-0.75,14.516441,1012.068359,0.102150,0.043096,0.049171,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.46,-0.74,14.709267,1012.045166,0.078184,0.080180,0.026024,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.46,-0.73,14.709267,1012.045166,0.040674,0.153055,0.059478,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.47,-0.73,14.681793,1012.048462,0.033114,0.103589,0.020067,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.47,-0.72,14.681793,1012.048462,0.032705,0.139046,0.007139,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.48,-0.72,14.624809,1012.048462,0.042629,0.083909,-0.010138,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.48,-0.73,14.624809,1012.055298,0.025589,0.053627,-0.023810,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.48,-0.73,14.624809,1012.055298,0.019383,0.140516,-0.041657,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.49,-0.73,14.760147,1012.039001,0.020694,0.102578,0.010212,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.49,-0.72,14.760147,1012.039001,0.060110,0.069562,0.017103,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.50,-0.73,14.692986,1012.047119,0.110415,0.049346,-0.038467,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.50,-0.74,14.692986,1012.047119,0.136661,0.002047,-0.087152,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.50,-0.76,14.681793,1012.048462,0.095753,0.024789,-0.138533,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.51,-0.79,14.681793,1012.048462,0.020638,0.058033,-0.172868,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.51,-0.82,14.560196,1012.063110,-0.041028,0.094100,-0.156108,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.51,-0.83,14.560196,1012.063110,-0.054015,0.132036,-0.077515,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.51,-0.82,14.614128,1012.056580,-0.036894,0.144748,0.065613,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.51,-0.79,14.614128,1012.056580,0.014970,0.067473,0.124990,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.52,-0.78,14.679253,1012.048767,0.069779,0.093227,0.059703,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.52,-0.77,14.679253,1012.048767,0.074024,0.072026,0.052741,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.52,-0.76,14.828835,1012.030762,0.071921,0.067644,0.054347,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.53,-0.76,14.828835,1012.030762,0.060943,0.107358,-0.053559,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.53,-0.76,14.773880,1012.037354,0.021997,0.097620,0.030692,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.54,-0.71,14.773880,1012.037354,0.041814,0.091452,0.239093,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.54,-0.69,14.869537,1012.025879,0.023032,0.072896,0.122721,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.55,-0.70,14.869537,1012.025879,0.047696,0.126238,-0.081938,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.55,-0.73,14.842567,1012.029114,0.105805,0.024101,-0.155203,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.56,-0.74,14.842567,1012.029114,0.165432,0.056501,-0.109723,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.56,-0.76,14.760147,1012.039001,0.124333,-0.049463,-0.094621,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.56,-0.75,14.760147,1012.039001,-0.000341,0.005534,0.019913,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.57,-0.73,14.773880,1012.037354,-0.098440,0.199817,0.115814,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.57,-0.72,14.773880,1012.037354,-0.045086,0.133866,0.075934,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.57,-0.72,14.611580,1012.056885,0.109856,0.033520,-0.033483,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.58,-0.72,14.611580,1012.056885,0.192693,-0.061361,-0.022954,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.58,-0.73,14.692986,1012.047119,0.152116,-0.015251,-0.057664,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.58,-0.74,14.692986,1012.047119,0.050225,0.095243,-0.078524,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.76,14.801361,1012.034058,0.009367,0.035579,-0.099726,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.79,14.801361,1012.034058,0.011679,0.069496,-0.164530,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.84,14.477776,1012.072998,-0.041185,0.098947,-0.327535,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.91,14.477776,1012.072998,-0.077009,0.106639,-0.367376,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.94,14.138947,1012.113770,0.010433,0.129568,-0.175390,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.96,14.138947,1012.113770,-0.003539,0.064633,-0.163926,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.95,14.315483,1012.092529,0.045174,0.071315,0.071816,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.89,14.315483,1012.092529,0.163341,0.093505,0.303478,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.74,14.315483,1012.092529,0.246751,0.019189,0.839848,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.60,14.356178,1012.087646,0.168047,-0.034053,0.790468,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.59,-0.51,14.356178,1012.087646,-0.000528,0.132394,0.482446,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.60,-0.48,14.546463,1012.064758,-0.118006,0.300998,0.133674,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.61,-0.47,14.546463,1012.064758,0.017652,0.193035,0.084433,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.62,-0.44,14.790161,1012.035400,0.169553,-0.059274,0.128523,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.63,-0.44,14.790161,1012.035400,0.131525,-0.042121,-0.003008,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.64,-0.51,15.005379,1012.009521,-0.108491,0.151819,-0.375816,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.64,-0.59,15.005379,1012.009521,-0.129566,0.177768,-0.501590,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.65,-0.66,14.801361,1012.034058,-0.015994,0.118276,-0.400276,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.66,-0.71,14.801361,1012.034058,0.004311,0.039235,-0.257605,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.66,-0.70,14.896500,1012.022644,0.115473,-0.049625,0.019523,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.66,-0.69,14.896500,1012.022644,0.154968,-0.029408,0.037219,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.67,-0.71,15.209412,1011.984985,0.106133,0.018481,-0.127686,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.68,-0.74,15.209412,1011.984985,0.057356,0.028688,-0.164899,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.68,-0.74,14.869537,1012.025879,0.013103,0.167033,0.013689,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.68,-0.70,14.869537,1012.025879,-0.086816,0.210032,0.168379,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.69,-0.68,14.828835,1012.030762,-0.048940,0.183349,0.148742,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.69,-0.70,14.828835,1012.030762,-0.036540,0.121126,-0.162248,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.70,-0.75,14.814583,1012.032471,-0.017866,0.137080,-0.276642,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.70,-0.77,14.814583,1012.032471,-0.036118,0.187877,-0.118824,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.70,-0.74,14.353638,1012.087952,0.002670,0.183417,0.154956,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.70,-0.72,14.353638,1012.087952,0.076269,0.129542,0.114959,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.71,-0.72,14.516441,1012.068359,0.186097,-0.028717,-0.028192,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.71,-0.76,14.516441,1012.068359,0.167589,-0.035198,-0.223965,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.71,-0.77,14.638550,1012.053650,0.122081,0.047487,-0.073607,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.71,-0.74,14.638550,1012.053650,0.023307,0.112554,0.186362,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.71,-0.69,14.258499,1012.099365,-0.023179,0.123350,0.225496,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.72,-0.69,14.258499,1012.099365,0.047716,0.046642,0.021640,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.72,-0.71,14.488968,1012.071655,0.165637,-0.087575,-0.116911,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.72,-0.73,14.488968,1012.071655,0.134556,-0.006444,-0.125113,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.72,-0.69,14.654831,1012.051697,0.023376,0.091469,0.183271,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.73,-0.65,14.654831,1012.051697,-0.130007,0.211159,0.242320,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.73,-0.63,14.560196,1012.063110,-0.070141,0.140481,0.101052,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.74,-0.65,14.560196,1012.063110,0.112733,0.054860,-0.125827,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.74,-0.70,14.749458,1012.040283,0.142351,-0.107286,-0.288687,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.74,-0.73,14.749458,1012.040283,0.075181,0.083468,-0.193706,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.75,-0.73,14.749458,1012.040283,-0.050977,0.165991,-0.001839,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.75,-0.71,14.611580,1012.056885,-0.075094,0.184244,0.125195,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.75,-0.70,14.611580,1012.056885,0.014661,0.116685,0.034497,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.76,-0.72,14.719955,1012.043884,0.093574,0.021075,-0.110994,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.76,-0.74,14.719955,1012.043884,0.126981,0.035302,-0.116541,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.76,-0.74,14.760147,1012.039001,0.028540,0.071285,-0.017824,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.77,-0.71,14.760147,1012.039001,-0.019419,0.123579,0.152563,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.77,-0.69,14.636002,1012.053955,-0.039545,0.108467,0.068903,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.77,-0.69,14.636002,1012.053955,0.014099,0.101921,-0.015863,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.78,-0.71,14.704178,1012.045776,0.010411,0.065751,-0.079528,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.78,-0.70,14.704178,1012.045776,-0.013636,0.115353,0.050448,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.78,-0.67,14.652283,1012.052002,-0.002216,0.123867,0.132540,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.79,-0.66,14.652283,1012.052002,0.012409,0.082902,0.036827,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.79,-0.66,14.676704,1012.049072,0.085875,0.044261,-0.015222,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.80,-0.66,14.676704,1012.049072,0.169132,0.002507,0.007571,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.80,-0.68,14.796272,1012.034668,0.111576,-0.050879,-0.115334,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.80,-0.72,14.796272,1012.034668,-0.008524,0.132252,-0.266161,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.78,14.662971,1012.050720,-0.107909,0.174717,-0.350643,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.82,14.662971,1012.050720,-0.025067,0.096794,-0.202169,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.81,14.293602,1012.095154,0.051871,0.043459,0.045634,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.75,14.293602,1012.095154,0.131121,-0.069370,0.326238,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.73,14.782021,1012.036377,0.095842,0.049091,0.096988,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.75,14.782021,1012.036377,0.010083,0.087215,-0.147731,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.76,14.333794,1012.090332,-0.064066,0.127281,-0.038875,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.81,-0.72,14.333794,1012.090332,-0.053511,0.199465,0.242158,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.82,-0.66,14.184731,1012.108276,-0.004375,0.126628,0.287704,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.82,-0.65,14.184731,1012.108276,0.076322,-0.004349,0.067031,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.82,-0.71,14.728096,1012.042908,0.084462,0.011510,-0.357052,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.82,-0.78,14.728096,1012.042908,0.003205,0.054700,-0.386195,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.82,-0.75,14.157768,1012.111511,0.000442,0.090926,0.161189,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.83,-0.68,14.157768,1012.111511,-0.022889,0.143554,0.376943,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
10.83,-0.66,14.402481,1012.082031,-0.013066,0.106329,0.112153,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
