P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, GPS_Altitude, Lock, Satellites
5.10,-1.57,11.847275,1012.389526,-0.016276,0.042638,0.084146,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.56,11.914413,1012.381409,-0.033989,0.039049,-0.010954,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.58,11.914413,1012.381409,0.035426,0.005625,-0.109893,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.59,12.028854,1012.367676,0.049819,-0.006057,-0.055559,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.57,12.028854,1012.367676,-0.030389,0.024468,0.080188,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.56,11.914413,1012.381409,-0.072140,0.128343,0.059822,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.56,11.914413,1012.381409,-0.002877,0.050841,-0.023928,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.57,11.762840,1012.399658,0.072059,0.015594,-0.085495,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.59,11.762840,1012.399658,0.079118,0.062678,-0.116400,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.60,11.707909,1012.406250,0.041823,0.025022,-0.072326,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.60,11.707909,1012.406250,0.039976,0.024757,-0.053361,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.61,11.683495,1012.409241,0.049503,0.042714,-0.051884,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.63,11.683495,1012.409241,0.045571,0.022754,-0.134971,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.66,11.491234,1012.432373,0.051220,0.028796,-0.167047,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.64,11.491234,1012.432373,0.041059,-0.010001,0.072562,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.60,11.561928,1012.423828,-0.007635,0.024107,0.196247,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.59,11.561928,1012.423828,0.005449,0.007624,0.046073,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.59,11.635681,1012.414978,0.057991,-0.061843,-0.010766,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.58,11.635681,1012.414978,0.034775,0.022197,0.059367,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.54,11.553284,1012.424866,-0.037222,0.094092,0.189039,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,11.553284,1012.424866,-0.033570,0.045653,0.143619,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,11.526329,1012.428101,0.036446,0.012239,-0.032103,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.53,11.526329,1012.428101,0.091213,-0.033156,-0.096845,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.53,11.580750,1012.421570,0.087265,-0.009790,-0.032078,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.52,11.580750,1012.421570,0.040966,0.008534,0.050817,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,11.580750,1012.421570,0.010349,0.030400,0.059414,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.52,11.580750,1012.421570,0.034721,0.036927,-0.100913,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.54,11.580750,1012.421570,0.125346,-0.008001,-0.112418,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.53,11.567017,1012.423218,0.106298,-0.072111,0.015458,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,11.567017,1012.423218,-0.008092,0.049566,0.111016,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,11.662636,1012.411743,-0.062822,0.138785,-0.038740,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.53,11.662636,1012.411743,0.021062,-0.002283,-0.091036,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.53,11.678406,1012.409851,0.088521,0.016990,-0.030856,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.53,11.678406,1012.409851,0.034329,0.067475,-0.047522,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.55,11.665688,1012.411377,-0.012322,0.065840,-0.124987,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.57,11.665688,1012.411377,0.021740,0.072233,-0.097017,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.55,11.623985,1012.416382,0.043992,0.003201,0.070891,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.53,11.623985,1012.416382,0.031468,0.058970,0.081041,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.54,11.668236,1012.411072,0.046399,0.026820,-0.029383,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.53,11.668236,1012.411072,0.090584,0.016981,0.008511,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.51,11.653481,1012.412842,0.064998,0.055301,0.088085,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.50,11.653481,1012.412842,0.013950,0.061194,0.075010,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.49,11.585838,1012.420959,0.034441,-0.005186,0.020808,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.50,11.585838,1012.420959,0.065477,0.004872,-0.053129,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.50,11.531921,1012.427429,0.056293,0.026300,-0.033778,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.49,11.531921,1012.427429,0.052728,-0.018715,0.020907,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.47,11.494286,1012.432007,0.064334,-0.057251,0.082145,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.46,11.494286,1012.432007,0.048803,-0.038054,0.047075,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.48,11.464272,1012.435608,0.065446,-0.047234,-0.098482,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.50,11.464272,1012.435608,0.086863,-0.055781,-0.125448,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.49,11.409340,1012.442200,0.030933,-0.046945,0.006306,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.48,11.409340,1012.442200,-0.055305,0.048866,0.080452,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.48,11.381882,1012.445496,-0.029350,0.040273,-0.013820,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.49,11.381882,1012.445496,0.051694,-0.021208,-0.120451,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.52,11.436806,1012.438904,0.071930,0.000850,-0.159423,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.52,11.436806,1012.438904,0.035963,0.033384,-0.029288,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.52,11.439354,1012.438599,-0.006626,0.032607,-0.023655,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.53,11.439354,1012.438599,0.006376,0.021661,-0.080288,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.56,11.441895,1012.438293,0.039782,0.014939,-0.162398,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.56,11.441895,1012.438293,0.072617,-0.046326,-0.007612,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.55,11.441895,1012.438293,0.030720,-0.069718,0.034395,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.53,11.441895,1012.438293,0.018555,-0.039575,0.098182,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.53,11.439354,1012.429993,0.020413,-0.038825,-0.013675,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.52,11.439354,1012.438599,0.035965,-0.031339,0.007605,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.50,11.439354,1012.438599,0.005271,-0.023554,0.142589,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.47,11.429176,1012.439819,-0.049703,0.028768,0.151509,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.45,11.429176,1012.439819,0.010631,0.024365,0.049853,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.46,11.483604,1012.433289,0.086560,-0.057320,-0.069297,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.46,11.483604,1012.433289,0.095604,-0.032969,-0.014678,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.46,11.550743,1012.425171,0.054616,-0.004467,-0.008542,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.47,11.550743,1012.425171,0.029460,0.051688,-0.082174,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.50,11.510559,1012.429993,0.050162,0.082245,-0.154350,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.52,11.510559,1012.429993,0.118345,-0.004277,-0.120439,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.52,11.387985,1012.444763,0.127537,-0.064802,-0.016983,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.51,11.387985,1012.444763,0.041422,-0.011208,0.009221,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.50,11.415443,1012.441467,-0.010823,0.044121,0.061394,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.48,11.415443,1012.441467,0.015104,0.034501,0.067838,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.47,11.523277,1012.428467,0.009860,0.024868,0.027007,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.47,11.523277,1012.428467,0.020350,0.078212,0.015172,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.48,11.638222,1012.414673,0.022450,0.033838,-0.061062,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.50,11.638222,1012.414673,0.048978,0.031592,-0.141466,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.52,11.555824,1012.424561,0.026785,-0.001506,-0.145962,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.52,11.555824,1012.424561,-0.011131,0.037074,-0.022339,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.53,11.434265,1012.439209,0.013847,0.050747,-0.038785,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.53,11.434265,1012.439209,0.088489,-0.061627,-0.045310,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.54,11.436806,1012.438904,0.096797,-0.070313,-0.049048,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.53,11.436806,1012.438904,0.052037,-0.012588,0.005917,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.53,11.263374,1012.459778,0.033177,-0.024796,-0.013141,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.53,11.263374,1012.459778,0.044621,-0.048864,-0.024484,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.54,11.263374,1012.459778,0.002455,-0.010340,-0.028354,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.54,11.263374,1012.459778,-0.021214,0.018929,-0.032956,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.52,11.235909,1012.463074,-0.019391,-0.006771,0.083679,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.50,11.235909,1012.463074,-0.004662,-0.022176,0.128349,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.49,11.387985,1012.444763,0.017082,0.005462,-0.007100,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.51,11.387985,1012.444763,0.055302,-0.014684,-0.123987,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.53,11.453590,1012.436890,0.090089,-0.033911,-0.108942,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.51,11.453590,1012.436890,0.038458,-0.061616,0.106327,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.48,11.539551,1012.426514,-0.105114,0.086429,0.144851,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.48,11.539551,1012.426514,-0.111452,0.125172,-0.022306,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.49,11.499878,1012.431335,0.011939,0.041128,-0.055968,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.42,11.499878,1012.431335,0.151782,-0.055500,0.365971,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.36,11.499878,1012.431335,0.048630,-0.045723,0.301046,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.01,-1.36,11.946968,1012.377502,-0.063765,0.011502,-0.005120,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.40,11.946968,1012.377502,-0.080243,0.160033,-0.271374,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.44,11.904243,1012.382629,-0.016229,0.065467,-0.221016,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.41,11.904243,1012.382629,0.004038,0.008154,0.148361,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.39,11.824890,1012.392212,-0.003839,-0.070289,0.088233,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.42,11.824890,1012.392212,0.058948,-0.106604,-0.167729,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.50,12.618401,1012.296692,0.169920,-0.064437,-0.490803,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.59,12.618401,1012.296692,0.063227,0.016956,-0.524719,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.65,12.021225,1012.368591,-0.042676,0.096730,-0.317089,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.66,12.021225,1012.368591,-0.105711,0.136045,-0.097059,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.65,11.585838,1012.420959,-0.031975,0.007769,0.042903,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.65,11.585838,1012.420959,0.133666,-0.050124,0.000988,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.65,12.225197,1012.344055,0.097209,-0.063328,-0.068851,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.62,12.225197,1012.344055,-0.072482,0.170147,0.180627,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.55,11.491234,1012.432373,-0.175558,0.201260,0.375952,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.47,11.491234,1012.432373,0.081876,-0.012112,0.430396,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.47,11.172836,1012.470642,0.238759,-0.273652,-0.020617,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.50,11.172836,1012.470642,0.239965,-0.126146,-0.166973,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.51,11.939339,1012.378418,-0.055097,0.065093,-0.081408,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.45,11.939339,1012.378418,-0.265940,0.242492,0.282629,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.38,11.385948,1012.445007,-0.146434,0.072308,0.382453,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.02,-1.37,11.385948,1012.445007,0.122490,-0.034920,0.056857,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.42,11.646362,1012.413696,0.370075,-0.174167,-0.299965,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.49,11.646362,1012.413696,0.299823,-0.381797,-0.385894,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.49,11.982574,1012.373230,0.028353,0.064789,-0.027773,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.46,11.982574,1012.373230,-0.266940,0.209263,0.137163,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.42,11.494286,1012.432007,-0.098884,0.078393,0.223192,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.42,11.494286,1012.432007,0.164637,-0.150420,-0.006536,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.03,-1.44,12.013596,1012.369507,0.257978,-0.175474,-0.142243,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.46,12.013596,1012.369507,0.060656,-0.049525,-0.136501,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.45,12.120926,1012.356567,-0.159271,0.120141,0.025395,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.04,-1.43,12.120926,1012.356567,-0.163382,0.179582,0.072438,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.41,12.099564,1012.359131,0.017344,-0.002035,0.125635,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.43,12.099564,1012.359131,0.108530,-0.058000,-0.139922,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.05,-1.44,12.397636,1012.323303,0.090012,-0.106893,-0.084868,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.47,12.397636,1012.323303,-0.074130,0.090056,-0.177136,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.49,12.237404,1012.323303,-0.113626,0.173086,-0.113142,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.49,12.237404,1012.342529,0.032883,0.101215,-0.033613,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.06,-1.50,12.237404,1012.342529,0.164817,-0.104502,-0.082222,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.52,12.048187,1012.365295,0.194571,-0.089738,-0.115690,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.53,12.048187,1012.365295,0.091484,-0.081629,-0.058125,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.51,12.210953,1012.345764,-0.073610,0.036321,0.072445,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.50,12.210953,1012.345764,-0.114025,0.118246,0.037845,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.47,11.917465,1012.381042,0.037012,-0.002495,0.147688,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.07,-1.45,11.917465,1012.381042,0.119198,-0.145538,0.094723,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.45,12.013596,1012.369507,0.095360,-0.125879,0.003354,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.45,12.013596,1012.369507,-0.003157,-0.030832,-0.048467,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.45,12.067009,1012.363037,-0.082349,0.000391,-0.016900,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.08,-1.44,12.067009,1012.363037,-0.073015,0.047491,0.058689,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.41,11.727234,1012.403931,0.026038,-0.027492,0.141370,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.41,11.727234,1012.403931,0.115935,-0.107650,-0.012906,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.43,11.944420,1012.377808,0.150169,-0.132569,-0.119615,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.45,11.944420,1012.377808,0.069478,-0.072269,-0.123958,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.09,-1.43,11.958664,1012.376099,-0.049895,0.004393,0.065907,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.42,11.958664,1012.376099,-0.078207,0.038485,0.048988,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.42,11.879318,1012.385620,0.081825,-0.051627,-0.023594,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.44,11.879318,1012.385620,0.161722,-0.133990,-0.154229,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.47,12.067009,1012.363037,0.065564,-0.030655,-0.185502,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.10,-1.49,12.067009,1012.363037,-0.062076,0.093985,-0.110395,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.49,12.013596,1012.369507,-0.050197,0.060527,-0.007080,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.49,12.013596,1012.369507,0.033804,0.034897,-0.001176,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.49,11.958664,1012.376099,0.103383,-0.043496,-0.041010,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.50,11.958664,1012.376099,0.087180,-0.083706,-0.096749,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.51,12.110748,1012.357788,0.008777,0.033628,-0.031643,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.48,12.110748,1012.357788,-0.025980,0.006607,0.104784,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.11,-1.45,12.083282,1012.361084,0.016906,0.022477,0.162949,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.12,-1.45,12.083282,1012.361084,0.041599,0.021041,0.014247,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.12,-1.44,12.069550,1012.362732,0.089410,-0.047805,0.013456,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.12,-1.43,12.069550,1012.362732,0.070766,0.024500,0.027821,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.12,-1.42,12.137711,1012.354553,0.016717,0.046114,0.026346,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.13,-1.42,12.137711,1012.354553,0.053016,0.006250,-0.004244,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.13,-1.44,12.262329,1012.339539,0.106882,-0.026536,-0.144665,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.13,-1.47,12.262329,1012.339539,0.083199,0.020850,-0.182917,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.14,-1.49,12.289795,1012.336243,0.022818,0.017057,-0.130309,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.14,-1.49,12.289795,1012.336243,0.035915,-0.015392,0.015856,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.14,-1.48,12.357452,1012.336243,0.036066,-0.000980,0.017390,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.14,-1.50,12.357452,1012.328125,0.028427,-0.000561,-0.116786,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.15,-1.52,12.357452,1012.328125,0.071619,-0.000814,-0.168436,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.15,-1.53,12.248596,1012.341187,0.071427,-0.042301,-0.026721,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.15,-1.50,12.248596,1012.341187,-0.019576,0.011007,0.114710,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.15,-1.48,12.058357,1012.364075,-0.055267,0.038549,0.128055,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.15,-1.46,12.058357,1012.364075,0.016762,-0.041689,0.065557,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.46,12.099564,1012.359131,0.049152,-0.041776,-0.021860,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.46,12.099564,1012.359131,-0.003378,0.007884,-0.031452,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.45,11.988678,1012.372498,-0.005477,0.050119,0.043089,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.44,11.988678,1012.372498,0.015646,-0.037651,0.044374,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.44,11.961205,1012.375793,0.053692,-0.044124,-0.023244,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.16,-1.46,11.961205,1012.375793,0.096195,-0.059412,-0.102180,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.48,12.002411,1012.370850,0.085342,-0.099221,-0.115505,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.46,12.002411,1012.370850,0.043473,-0.023772,0.062935,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.44,11.961205,1012.375793,-0.020181,0.039498,0.073210,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.45,11.961205,1012.375793,0.036458,-0.026479,-0.050365,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.47,12.028854,1012.367676,0.107688,-0.072416,-0.152444,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.49,12.028854,1012.367676,0.066675,0.004339,-0.108938,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.17,-1.51,12.002411,1012.370850,-0.037569,0.040629,-0.116902,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.51,12.002411,1012.370850,-0.039581,0.081279,-0.052981,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.52,11.906784,1012.382324,0.020221,-0.024214,-0.026429,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.52,11.906784,1012.382324,0.061487,-0.063311,-0.039259,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.53,12.018684,1012.368896,0.050359,-0.010536,-0.058232,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.53,12.018684,1012.368896,0.017074,0.001076,-0.054769,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.53,11.893051,1012.383972,-0.030946,0.019661,0.025811,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.50,11.893051,1012.383972,-0.026676,0.082536,0.150810,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.48,11.759789,1012.400024,0.022538,0.035877,0.060238,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.47,11.759789,1012.400024,0.094932,-0.046311,0.030677,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.46,11.855919,1012.388489,0.095281,-0.008288,0.079276,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.43,11.855919,1012.388489,0.022878,0.012043,0.117401,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.39,11.909325,1012.382019,-0.009048,0.003855,0.226721,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
5.18,-1.37,11.909325,1012.382019,0.022970,0.032098,0.115231,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
