49.2615359991888	-123.256378001121
49.2615359966792	-123.256378004311
49.2615359925209	-123.256378009113
49.2615359867930	-123.256378015228
49.2615359795428	-123.256378022735
49.2615359707377	-123.256378031913
49.2615359602913	-123.256378042995
49.2615359482722	-123.256378056151
49.2615359347462	-123.256378071476
49.2615359196780	-123.256378088757
49.2615359030147	-123.256378107808
49.2615358846900	-123.256378128612
49.2615358646955	-123.256378151276
49.2615358431728	-123.256378175936
49.2615358201824	-123.256378202538
49.2615357956643	-123.256378230861
49.2615357694975	-123.256378260812
49.2615357415889	-123.256378292475
49.2615357119902	-123.256378325913
49.2615356808230	-123.256378361064
49.2615356481302	-123.256378397822
49.2615356139278	-123.256378436312
49.2615355780156	-123.256378476661
49.2615355402514	-123.256378518969
49.2615355007541	-123.256378563237
49.2615354595998	-123.256378609392
49.2615354169651	-123.256378657584
49.2615353729090	-123.256378707897
49.2615353273356	-123.256378759932
49.2615352801813	-123.256378813448
49.2615352314532	-123.256378868680
49.2615351811825	-123.256378925574
49.2615351292851	-123.256378984208
49.2615350757904	-123.256379044780
49.2615350206141	-123.256379107341
49.2615349636114	-123.256379172018
49.2615349048967	-123.256379238806
49.2615348445285	-123.256379307647
49.2615347825115	-123.256379378652
49.2615347188080	-123.256379451986
49.2615346532647	-123.256379527477
49.2615345859277	-123.256379604623
49.2615345169598	-123.256379684157
49.2615344463335	-123.256379765305
49.2615343740247	-123.256379848130
49.2615343000868	-123.256379932583
49.2615342246023	-123.256380018560
49.2615341478096	-123.256380106068
49.2615340698473	-123.256380195118
49.2615339906851	-123.256380285801
49.2615339100941	-123.256380378311
49.2615338275573	-123.256380472718
49.2615337427933	-123.256380568821
49.2615336557069	-123.256380666613
49.2615335660051	-123.256380766472
49.2615334737024	-123.256380868572
49.2615333791626	-123.256380973003
49.2615332828695	-123.256381079764
49.2615331851579	-123.256381188649
49.2615330861875	-123.256381299266
49.2615329861486	-123.256381411314
49.2615328851826	-123.256381524870
49.2615327833875	-123.256381640061
49.2615326805443	-123.256381756913
49.2615325763033	-123.256381875535
49.2615324705116	-123.256381996239
49.2615323631674	-123.256382119158
49.2615322542741	-123.256382244026
49.2615321436878	-123.256382370635
49.2615320312635	-123.256382499016
49.2615319169797	-123.256382629247
49.2615318009508	-123.256382761331
49.2615316834112	-123.256382895204
49.2615315644254	-123.256383030983
49.2615314440652	-123.256383168817
49.2615313223665	-123.256383308636
49.2615311991854	-123.256383450512
49.2615310744195	-123.256383594431
49.2615309481306	-123.256383740338
49.2615308204601	-123.256383888229
49.2615306914596	-123.256384037846
49.2615305612439	-123.256384188878
49.2615304298191	-123.256384341251
49.2615302970480	-123.256384494839
49.2615301619759	-123.256384650209
49.2615300246188	-123.256384808109
49.2615298861051	-123.256384968997
49.2615297464278	-123.256385133382
49.2615296051354	-123.256385301070
49.2615294620252	-123.256385471640
49.2615293169258	-123.256385645144
49.2615291698245	-123.256385821781
49.2615290210564	-123.256386001447
49.2615288711210	-123.256386183847
49.2615287203002	-123.256386368797
49.2615285685073	-123.256386556448
49.2615284155931	-123.256386747116
49.2615282613631	-123.256386941189
