P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
nan,nan,-1.581543,1008.005493,-0.000733,-0.007004,0.052789,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.581543,1008.005493,0.003952,0.005100,0.040562,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.520294,1007.998108,-0.002334,-0.000512,0.045254,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.520294,1007.998108,0.006760,0.006940,0.035897,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.546829,1008.001343,-0.001881,-0.005597,0.045725,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.546829,1008.001343,0.003816,0.010007,0.037158,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.620331,1008.010132,-0.006158,-0.003574,0.046998,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.620331,1008.010132,-0.001950,0.003947,0.035251,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.594299,1008.007019,-0.002210,-0.001036,0.042810,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.594299,1008.007019,0.000298,-0.000205,0.043029,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.520294,1007.998108,0.001107,0.004617,0.042301,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.520294,1007.998108,0.003201,-0.004549,0.048358,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.479965,1007.993286,0.004185,0.006542,0.046179,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.479965,1007.993286,0.002020,-0.003740,0.038362,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,0.006844,-0.005555,0.041724,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,-0.004093,-0.003800,0.038428,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.634125,1008.011780,-0.000934,-0.000613,0.038646,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.634125,1008.011780,-0.002650,-0.004312,0.040854,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.634125,1008.011780,0.001192,0.000014,0.039601,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.634125,1008.011780,0.002798,0.000795,0.043737,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,0.000211,-0.000222,0.040588,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,-0.003276,-0.000102,0.039162,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,0.005589,-0.000232,0.049076,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.533569,1007.999695,0.002138,-0.008409,0.044454,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.573380,1008.004517,0.003209,0.004890,0.043988,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.573380,1008.004517,0.005254,0.003972,0.041034,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.475891,1007.992798,0.002776,0.002581,0.038372,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.475891,1007.992798,-0.002149,0.000348,0.037930,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.501923,1007.995911,-0.001193,-0.000895,0.041334,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.501923,1007.995911,0.003913,-0.003342,0.041760,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.515701,1007.997559,0.003175,0.002462,0.039099,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.515701,1007.997559,-0.001788,-0.004703,0.043527,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.613190,1008.009277,-0.002766,0.001099,0.047214,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.613190,1008.009277,0.002071,0.002272,0.045212,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
